real12,pred12,real3,pred3
22.0,24.292593,26.0,27.287703
26.0,25.398338,28.0,26.560738
31.999998,25.107668,28.0,26.51244
24.0,24.909475,11.0,25.699108
27.0,25.18166,24.0,24.685078
23.0,24.792221,24.0,25.532959
21.0,21.530622,24.0,23.652266
27.0,21.970264,29.0,25.967363
21.0,21.18708,34.0,24.09866
20.0,20.930769,22.0,24.679543
25.0,21.839264,26.0,26.504745
26.0,22.721989,31.999998,26.919403
18.0,24.592735,24.0,26.971233
19.0,27.118446,27.0,25.708744
38.0,27.977308,23.0,24.837242
35.0,31.069141,21.0,23.600677
35.0,31.917934,27.0,23.007608
28.0,32.980366,21.0,22.931086
41.0,31.929142,20.0,24.642735
33.0,31.218714,25.0,24.520386
67.0,31.11408,26.0,25.147274
56.0,30.331083,18.0,26.332417
44.0,30.021112,19.0,26.482302
26.0,28.896887,38.0,27.395357
20.0,29.001059,35.0,28.554125
21.0,27.478664,35.0,28.316442
26.0,24.968334,28.0,31.432316
22.0,25.10532,41.0,33.505028
25.0,23.816944,33.0,37.01486
20.0,24.22128,67.0,38.66378
24.0,23.197844,56.0,39.16426
29.999998,24.788921,44.0,34.5986
27.0,19.831903,26.0,26.55148
22.0,19.081772,20.0,25.834785
20.0,16.350828,21.0,22.828487
21.0,17.182545,26.0,24.229641
26.0,20.784021,22.0,25.444836
20.0,23.823475,25.0,23.903164
27.0,23.570915,20.0,21.295715
22.0,23.890919,24.0,21.678467
35.0,23.22796,29.999998,22.457094
23.0,22.792484,27.0,22.513248
17.0,21.828018,22.0,22.988976
21.0,21.02111,20.0,23.109192
28.0,22.24945,21.0,24.27842
29.0,21.721642,26.0,24.472313
20.0,21.058844,20.0,24.267113
19.0,20.74908,27.0,24.087477
21.0,20.214626,22.0,22.971104
25.0,20.995068,35.0,22.99329
19.0,20.522675,23.0,23.352003
22.0,20.894474,17.0,23.399952
14.0,19.346603,21.0,25.652393
21.0,21.092014,28.0,24.381538
23.0,19.635235,29.0,22.37128
15.0,19.731709,20.0,23.553497
19.0,19.376904,19.0,21.651934
25.0,20.416225,21.0,21.019863
26.0,23.069094,25.0,20.715126
22.0,22.817095,19.0,21.67869
22.0,22.96183,22.0,21.84376
23.0,22.259583,14.0,20.58052
23.0,22.445194,21.0,20.376915
23.0,22.078945,23.0,19.805817
27.0,22.189362,15.0,22.15455
14.0,21.348045,19.0,22.766663
23.0,21.988531,25.0,23.84188
24.0,22.288483,26.0,25.73079
19.0,21.841518,22.0,21.477951
23.0,21.634659,22.0,23.490145
21.0,20.96027,23.0,23.651714
17.0,19.914467,23.0,22.926086
18.0,19.645134,23.0,22.960928
22.0,20.932474,27.0,22.775463
27.0,21.83741,14.0,22.644669
27.0,22.002491,23.0,23.297722
30.999998,23.096207,24.0,23.516449
24.0,20.641422,19.0,24.019707
21.0,20.813816,23.0,24.284595
14.0,20.97144,21.0,22.566885
14.0,20.254047,17.0,24.273018
9.0,19.683352,18.0,24.134945
24.0,19.810772,22.0,24.287918
19.0,20.776318,27.0,25.350922
24.0,21.474586,27.0,26.049786
25.0,21.668163,30.999998,24.94275
22.0,21.887247,24.0,24.006742
15.0,21.820572,21.0,21.984917
22.0,21.700737,14.0,19.365402
23.0,21.33944,14.0,18.317986
22.0,21.511663,9.0,19.332663
15.0,21.526123,24.0,21.885246
19.0,21.95367,19.0,23.021225
25.0,22.758596,24.0,23.04079
24.0,22.79367,25.0,23.191675
19.0,22.373457,22.0,22.996063
22.0,19.925314,15.0,23.246819
14.0,17.712212,22.0,22.86025
12.0,15.663542,23.0,22.120512
16.0,14.287788,22.0,20.778067
21.0,15.768906,15.0,22.13223
26.0,18.383343,19.0,23.040636
21.0,19.935577,25.0,22.279827
12.0,18.278698,24.0,22.061205
15.0,18.529541,19.0,21.911934
14.0,19.606709,22.0,20.72402
16.0,19.648426,14.0,18.462727
23.0,18.137768,12.0,18.640045
24.0,17.928919,16.0,18.13866
21.0,18.20831,21.0,19.739395
22.0,18.778728,26.0,19.59171
18.0,20.248152,21.0,18.609022
19.0,19.679964,12.0,17.764702
20.0,19.216103,15.0,16.51266
20.0,19.256523,14.0,16.387112
17.0,16.778564,16.0,17.853653
17.0,15.871178,23.0,17.852169
15.0,16.965052,24.0,17.727844
18.0,18.113878,21.0,19.471403
21.0,18.613926,22.0,19.392258
25.0,19.31232,18.0,18.55331
24.0,18.857262,19.0,17.477753
24.0,18.653263,20.0,18.376387
14.0,18.676735,20.0,18.160658
16.0,20.056675,17.0,17.962067
21.0,20.982908,17.0,17.685696
22.0,21.0028,15.0,17.574343
17.0,20.170025,18.0,18.159643
24.0,19.776136,21.0,19.02298
21.0,19.362982,25.0,20.294605
16.0,20.201626,24.0,20.532839
21.0,20.77136,24.0,19.535685
17.0,21.134607,14.0,18.745941
22.0,21.542183,16.0,19.493778
25.0,21.053907,21.0,20.061163
25.0,21.669416,22.0,20.489761
26.0,22.932686,17.0,21.903893
26.0,24.094414,24.0,20.636585
24.0,24.844585,21.0,19.765816
22.0,24.842606,16.0,20.392738
22.0,23.838982,21.0,19.463455
21.0,22.144184,17.0,20.819159
20.0,21.75917,22.0,23.085438
22.0,21.265926,25.0,23.951859
24.0,21.612179,25.0,23.669037
15.0,21.73817,26.0,22.748762
13.0,18.32617,26.0,22.02364
19.0,16.914078,24.0,21.817955
12.0,14.634413,22.0,22.326347
16.0,14.6400795,22.0,22.736006
16.0,15.213963,21.0,22.520203
18.0,17.126131,20.0,20.23444
18.0,18.313576,22.0,18.566572
21.0,18.604492,24.0,18.618729
18.0,19.622498,15.0,19.163506
20.0,19.033943,13.0,19.074574
14.0,17.44204,19.0,18.801779
14.0,17.085562,12.0,18.403028
12.0,15.516577,16.0,16.089329
19.0,15.796087,16.0,18.422852
10.0,14.691523,18.0,18.03262
22.0,14.540525,18.0,18.137455
14.0,13.674105,21.0,17.66035
12.0,12.569147,18.0,16.471876
9.0,10.712774,20.0,16.017786
9.0,9.790218,14.0,14.4562435
11.0,9.506874,14.0,13.807661
13.0,10.934338,12.0,13.248749
9.0,11.299961,19.0,12.930376
9.0,11.659254,10.0,13.522306
12.0,12.2967415,22.0,13.891445
18.0,12.910082,14.0,12.381731
17.0,12.288069,12.0,12.710863
15.0,12.251896,9.0,9.265255
9.0,10.17841,9.0,9.384018
9.0,7.842367,11.0,9.51557
9.0,8.432257,13.0,9.1739235
12.0,10.367474,9.0,10.567699
18.0,13.507107,9.0,11.228779
10.0,13.599211,12.0,10.696188
12.0,12.570799,18.0,11.440622
11.0,11.620029,17.0,11.353912
15.0,12.563433,15.0,10.362371
11.0,11.232723,9.0,8.182873
11.0,9.3603,9.0,8.494425
10.0,10.359528,9.0,9.589203
8.0,9.191427,12.0,10.398809
10.0,10.02742,18.0,10.278624
13.0,12.564117,10.0,11.106064
16.0,13.11167,12.0,11.492388
11.0,9.917381,11.0,10.983738
8.0,8.955671,15.0,10.759264
6.0,7.9553356,11.0,9.852398
8.0,8.601168,11.0,9.734228
6.0,9.1310425,10.0,9.589792
11.0,9.127224,8.0,10.354443
9.0,9.308537,10.0,10.744846
9.0,9.837992,13.0,11.075001
17.0,10.629356,16.0,10.858446
16.0,11.112717,11.0,9.718933
15.0,10.279345,8.0,8.050013
8.0,10.085987,6.0,6.9616356
7.0,10.350224,8.0,8.727173
10.0,10.3089905,6.0,8.80394
9.0,10.588625,11.0,9.072384
11.0,11.7542515,9.0,9.126947
13.0,12.536257,9.0,10.840467
4.0,11.344183,17.0,9.659855
8.0,11.080761,16.0,9.549919
19.0,10.507669,15.0,9.422882
6.0,9.223368,8.0,7.0491486
5.0,8.0910015,7.0,7.2642937
7.0,8.293606,10.0,9.684244
9.0,8.165657,9.0,8.698017
14.0,9.221462,11.0,8.521006
21.0,10.784811,13.0,7.7316265
7.0,11.937565,4.0,8.17415
9.0,12.075506,8.0,7.9940605
13.0,11.729862,19.0,7.4146976
14.0,12.47246,6.0,7.472885
20.0,13.309824,5.0,7.1860275
10.0,12.914621,7.0,6.7173405
12.0,13.508842,9.0,9.542927
12.0,13.61351,14.0,9.673977
16.0,13.505651,21.0,9.755762
20.0,13.647993,7.0,10.005585
14.0,13.324545,9.0,10.273392
9.0,13.352816,13.0,11.800375
22.0,13.975576,14.0,14.369354
16.0,13.250603,20.0,12.919775
7.0,12.747492,10.0,12.409405
8.0,12.84779,12.0,12.716785
14.0,12.72484,12.0,14.029766
13.0,13.306433,16.0,15.8074665
17.0,13.203821,20.0,15.239401
13.0,14.02405,14.0,15.526842
12.0,14.840515,9.0,14.46381
43.0,19.644224,22.0,13.085899
47.0,26.36621,16.0,12.190535
26.0,27.672388,7.0,12.390203
28.0,23.083492,8.0,12.899757
22.0,22.864311,14.0,13.181435
22.0,23.082989,13.0,15.090965
25.0,23.215393,17.0,15.469126
21.0,23.36504,13.0,15.187849
25.0,22.716797,12.0,17.413473
25.0,21.877956,43.0,25.852982
20.0,21.849817,47.0,29.12206
21.0,21.020649,26.0,28.966755
27.0,23.905731,28.0,25.6968
24.0,24.677502,22.0,26.390173
27.0,26.365093,22.0,24.580513
25.0,25.8138,25.0,24.15327
22.0,25.678108,21.0,24.562805
21.0,23.534344,25.0,24.835752
16.0,22.58061,25.0,24.158052
27.0,20.63026,20.0,23.956745
25.0,20.900047,21.0,23.77748
20.0,20.378593,27.0,23.522573
20.0,19.769375,24.0,23.946787
17.0,19.690453,27.0,23.89566
20.0,19.216766,25.0,22.77953
27.0,18.604336,22.0,22.198837
15.0,17.879612,21.0,22.192215
17.0,16.814894,16.0,21.433292
18.0,17.528896,27.0,20.890564
18.0,17.634268,25.0,22.035534
18.0,17.6338,20.0,21.56549
26.0,19.337538,20.0,21.11285
9.0,20.194773,17.0,20.74202
16.0,19.610239,20.0,18.968271
23.0,19.484705,27.0,18.01405
15.0,20.250057,15.0,17.70214
28.0,21.064304,17.0,18.316113
16.0,22.668308,18.0,18.249163
23.0,23.622705,18.0,17.47226
23.0,23.175554,18.0,16.84552
25.0,23.609589,26.0,18.123726
24.0,23.686634,9.0,18.182732
14.0,24.185995,16.0,18.293758
20.0,23.482563,23.0,19.539364
13.0,19.913702,15.0,18.702755
16.0,19.57295,28.0,20.562138
15.0,19.914923,16.0,22.517597
14.0,18.303766,23.0,23.003838
12.0,17.298868,23.0,23.921661
12.0,16.022419,25.0,22.822361
17.0,16.9918,24.0,21.294903
22.0,18.520504,14.0,19.276123
21.0,18.285091,20.0,18.405598
13.0,19.30383,13.0,18.132
14.0,16.845652,16.0,16.550552
25.0,17.751534,15.0,16.06988
25.0,17.488544,14.0,15.098881
12.0,17.463318,12.0,15.012716
16.0,17.54886,12.0,15.01985
18.0,17.60886,17.0,15.230473
11.0,17.95787,22.0,16.538969
15.0,17.700016,21.0,17.926605
18.0,17.61433,13.0,16.135096
12.0,16.927883,14.0,15.147354
13.0,17.075918,25.0,15.993015
20.0,15.984131,25.0,14.414059
15.0,17.068941,12.0,14.515062
14.0,18.447731,16.0,13.790409
17.0,18.859383,18.0,13.894274
18.0,17.99559,11.0,13.890591
19.0,18.721115,15.0,14.206627
19.0,20.05266,18.0,12.822569
17.0,19.99699,12.0,14.109041
25.0,20.744026,13.0,13.61812
22.0,20.592257,20.0,13.813726
18.0,20.102726,15.0,14.247084
27.0,20.450544,14.0,14.746357
24.0,20.757427,17.0,15.304649
16.0,19.854895,18.0,16.924782
17.0,18.761356,19.0,17.291452
18.0,19.84689,19.0,18.126019
23.0,20.74792,17.0,18.483284
27.0,21.2486,25.0,19.01654
21.0,21.921383,22.0,17.979042
20.0,22.013184,18.0,17.807816
21.0,23.52295,27.0,17.074707
22.0,23.87304,24.0,16.957853
25.0,24.802189,16.0,17.562939
24.0,25.444443,17.0,18.037224
20.0,25.018387,18.0,18.561993
12.0,25.320662,23.0,19.993473
27.0,24.609612,27.0,21.844051
25.0,23.957489,21.0,20.748142
23.0,23.300133,20.0,20.327059
19.0,22.070713,21.0,21.701145
21.0,20.572205,22.0,25.016088
20.0,19.7575,25.0,24.438524
21.0,19.844702,24.0,24.221088
13.0,19.535141,20.0,23.474323
16.0,17.457878,12.0,22.667713
19.0,16.62219,27.0,23.166441
15.0,16.734413,25.0,23.258408
23.0,16.352045,23.0,21.89864
21.0,17.701626,19.0,20.804642
26.0,16.80786,21.0,19.228996
16.0,17.63309,20.0,19.211021
12.0,16.94752,21.0,19.451187
12.0,16.374348,13.0,18.143612
18.0,16.765831,16.0,17.921494
14.0,16.660023,19.0,17.150667
15.0,15.581429,15.0,18.01075
8.0,15.569208,23.0,18.201237
16.0,14.484163,21.0,16.436352
14.0,12.8843,26.0,14.953438
9.0,11.725893,16.0,12.825796
8.0,10.834063,12.0,11.911543
9.0,10.27581,12.0,11.908796
15.0,9.204092,18.0,12.5211735
12.0,10.000845,14.0,12.27153
10.0,14.364283,15.0,13.20606
8.0,12.850586,8.0,14.217596
11.0,12.011908,16.0,13.579731
10.0,11.6672325,14.0,12.261244
9.0,10.497025,9.0,10.832939
14.0,11.908346,8.0,9.040449
13.0,11.935057,9.0,8.7859745
15.0,12.760317,15.0,9.499409
12.0,13.927015,12.0,10.290524
19.0,16.133068,10.0,10.646486
16.0,15.989494,8.0,8.554611
18.0,15.764214,11.0,9.426798
12.0,13.92292,10.0,10.965601
13.0,13.896736,9.0,11.670042
11.0,15.810114,14.0,11.430262
12.0,16.215326,13.0,11.4582615
22.0,16.113832,15.0,12.345701
15.0,15.483721,12.0,12.31568
15.0,15.24428,19.0,13.128365
17.0,15.409811,16.0,14.16898
11.0,14.361092,18.0,14.185999
20.0,14.312674,12.0,14.489429
12.0,13.765032,13.0,14.3557625
9.0,13.181959,11.0,13.007343
9.0,10.886387,12.0,12.469379
7.0,10.573477,22.0,11.567661
5.0,9.613886,15.0,12.411722
9.0,9.315001,15.0,12.581953
8.0,9.219053,17.0,12.685331
10.0,9.783524,11.0,14.066261
8.0,9.655485,20.0,13.670599
8.0,9.522644,12.0,12.662323
8.0,8.413818,9.0,11.231743
10.0,8.744459,9.0,9.912296
8.0,8.725119,7.0,8.671671
11.0,9.131466,5.0,7.424259
7.0,9.412729,9.0,6.736107
11.0,9.730986,8.0,6.9803085
11.0,9.714748,10.0,6.342394
9.0,9.558825,8.0,5.9689236
8.0,9.036179,8.0,5.922556
8.0,8.719116,8.0,7.070673
9.0,8.776716,10.0,7.847788
9.0,8.623236,8.0,7.779318
10.0,9.410505,11.0,8.372606
15.0,10.320158,7.0,8.528402
8.0,11.24617,11.0,8.56847
12.0,11.951061,11.0,8.32448
15.0,12.29743,9.0,8.262663
13.0,12.537008,8.0,8.429476
12.0,12.354572,8.0,8.307987
12.0,12.107397,9.0,8.488262
15.0,11.343622,9.0,8.258339
14.0,10.763475,10.0,8.85231
9.0,10.511595,15.0,9.344593
9.0,10.38965,8.0,10.389208
9.0,10.3804035,12.0,10.929705
10.0,11.04521,15.0,11.963125
7.0,9.655231,13.0,12.212572
11.0,9.511198,12.0,11.762716
9.0,9.764534,12.0,11.631386
5.0,9.776283,15.0,11.455555
18.0,14.620901,14.0,10.678808
24.0,20.188744,9.0,10.409096
28.0,23.9201,9.0,9.851553
36.0,25.450214,9.0,8.8073845
28.0,26.046667,10.0,9.62112
20.0,23.846449,7.0,8.843086
23.0,23.452503,11.0,7.676935
26.0,23.41573,9.0,8.166414
21.0,22.821636,5.0,13.963015
22.0,22.55694,18.0,22.540688
27.0,23.24013,24.0,24.795246
22.0,22.411903,28.0,24.017712
28.0,26.721817,36.0,24.587494
16.0,24.995365,28.0,22.54551
19.0,24.173206,20.0,23.891045
14.0,21.618547,23.0,24.540901
17.0,18.639435,26.0,24.721127
19.0,18.755552,21.0,21.775135
14.0,18.368374,22.0,21.232504
24.0,19.815166,27.0,22.648163
19.0,20.911058,22.0,23.062054
24.0,20.601305,28.0,23.165964
18.0,20.47824,16.0,21.920109
21.0,19.986639,19.0,22.357944
21.0,20.940262,14.0,21.87924
21.0,19.427374,17.0,21.340324
22.0,19.46551,19.0,21.156363
11.0,19.813057,14.0,20.911085
19.0,19.27774,24.0,22.166428
21.0,19.950233,19.0,22.214008
19.0,19.59228,24.0,21.263407
14.0,20.395115,18.0,23.437067
23.0,19.747036,21.0,23.197304
19.0,20.250431,21.0,23.09142
24.0,21.258154,21.0,21.604084
19.0,22.435272,22.0,21.136887
18.0,22.377869,11.0,20.851826
25.0,23.506916,19.0,20.79126
33.0,24.55394,21.0,20.83194
29.0,25.069206,19.0,18.950087
17.0,25.531485,14.0,19.678146
20.0,24.85805,23.0,19.997467
29.0,25.049633,19.0,20.386288
26.0,24.51099,24.0,20.05915
25.0,25.198708,19.0,22.263414
29.999998,24.867996,18.0,23.633053
26.0,24.395678,25.0,24.704208
30.999998,23.77694,33.0,25.158651
27.0,22.919765,29.0,24.808388
24.0,24.014797,17.0,26.452236
20.0,22.936028,20.0,27.460047
23.0,22.97599,29.0,26.792822
23.0,21.705017,26.0,26.085495
23.0,21.643024,25.0,24.528114
22.0,23.104988,29.999998,25.8022
20.0,22.90614,26.0,25.807137
24.0,23.181318,30.999998,25.287703
23.0,23.736265,27.0,25.144503
24.0,23.689547,24.0,24.638237
24.0,22.929058,20.0,23.04631
26.0,23.1013,23.0,22.548286
20.0,22.043247,23.0,22.645884
18.0,20.420677,23.0,22.50111
24.0,20.52665,22.0,22.79438
17.0,20.315216,20.0,23.222977
19.0,21.343899,24.0,23.608774
17.0,22.425858,23.0,23.899908
27.0,22.042746,24.0,23.6213
22.0,22.527561,24.0,24.059496
20.0,22.516579,26.0,23.779799
23.0,23.60445,20.0,23.340391
24.0,24.18587,18.0,23.280918
25.0,24.890694,24.0,23.277117
29.0,24.34481,17.0,22.79741
22.0,23.24825,19.0,22.15907
20.0,23.280205,17.0,22.56782
20.0,22.775928,27.0,22.361956
19.0,22.78724,22.0,22.211456
31.999998,21.907589,20.0,22.337893
33.0,23.00994,23.0,22.363132
21.0,23.192558,24.0,22.21885
24.0,22.517948,25.0,20.78565
16.0,22.595,29.0,21.745533
21.0,22.832584,22.0,21.562126
23.0,23.603825,20.0,20.847355
23.0,23.650522,20.0,20.46387
40.0,24.12156,19.0,20.560246
24.0,24.265789,31.999998,20.094131
25.0,23.60011,33.0,21.600632
15.0,22.94299,21.0,22.064108
25.0,21.483818,24.0,21.704035
23.0,21.189495,16.0,21.513035
17.0,21.267841,21.0,21.71413
17.0,21.296518,23.0,22.784958
17.0,20.840866,23.0,24.268322
25.0,20.74669,40.0,24.344986
25.0,20.079725,24.0,23.596973
19.0,19.961239,25.0,23.453186
23.0,20.002796,15.0,24.67028
19.0,21.909634,25.0,24.726753
13.0,19.961838,23.0,23.318281
21.0,19.277315,17.0,22.988546
26.0,19.54626,17.0,21.519756
18.0,19.189068,17.0,21.853748
26.0,19.646687,25.0,22.963669
19.0,19.140923,25.0,23.151463
9.0,18.706814,19.0,23.36126
26.0,19.66178,23.0,22.232864
13.0,20.450665,19.0,21.360378
16.0,19.309258,13.0,20.290648
19.0,19.399216,21.0,20.073318
17.0,19.344906,26.0,19.869862
22.0,18.333492,18.0,18.831131
17.0,17.755688,26.0,19.565655
18.0,17.638279,19.0,18.562511
16.0,17.671726,9.0,17.49855
20.0,18.343868,26.0,16.278013
19.0,18.14878,13.0,16.496746
20.0,16.839426,16.0,15.521399
11.0,16.520786,19.0,17.830061
17.0,16.237764,17.0,18.373709
12.0,17.286781,22.0,17.541077
23.0,16.858555,17.0,17.462734
20.0,16.45367,18.0,16.474722
16.0,18.617985,16.0,16.863867
21.0,18.702835,20.0,16.603706
27.0,19.934174,19.0,16.082243
22.0,20.457783,20.0,16.71883
28.0,20.515532,11.0,15.825047
24.0,20.43801,17.0,16.79861
18.0,20.036621,12.0,17.51456
15.0,18.86856,23.0,19.061981
12.0,17.745922,20.0,20.087467
12.0,15.828205,16.0,20.267883
42.0,16.49682,21.0,20.657644
20.0,17.407118,27.0,21.133514
18.0,17.190231,22.0,20.868176
18.0,17.519978,28.0,20.598747
16.0,16.706093,24.0,19.635435
13.0,15.959745,18.0,17.297817
20.0,15.31127,15.0,14.891615
9.0,15.058802,12.0,13.980402
13.0,13.878,12.0,14.267857
9.0,14.034622,42.0,15.040197
15.0,14.326918,20.0,16.26254
13.0,13.383778,18.0,17.587112
11.0,12.919985,18.0,16.974154
10.0,13.197332,16.0,16.881815
8.0,9.760822,13.0,16.030006
7.0,9.410084,20.0,15.351849
10.0,9.443375,9.0,14.12207
6.0,9.127853,13.0,14.260996
6.0,8.712976,9.0,12.962536
8.0,8.314255,15.0,11.812864
7.0,8.309784,13.0,11.191902
9.0,8.299141,11.0,10.166229
8.0,8.205282,10.0,8.88431
12.0,8.390022,8.0,7.5663414
12.0,9.132534,7.0,6.8795967
7.0,9.762785,10.0,5.769474
7.0,10.416746,6.0,5.6604443
11.0,10.623882,6.0,6.1225395
10.0,11.3034115,8.0,6.1350117
9.0,11.386784,7.0,6.5588436
9.0,10.85878,9.0,6.915655
10.0,10.405878,8.0,7.284046
10.0,10.1353,12.0,7.856756
11.0,10.766764,12.0,8.39278
6.0,11.084753,7.0,8.528454
10.0,11.347799,7.0,8.303625
12.0,11.590597,11.0,8.574005
14.0,11.146715,10.0,8.43697
9.0,10.897951,9.0,8.541437
9.0,9.940634,9.0,8.522099
5.0,9.439745,10.0,9.261305
11.0,9.359913,10.0,9.857075
10.0,9.3800335,11.0,9.999222
11.0,9.862307,6.0,10.094948
6.0,10.065229,10.0,9.683836
5.0,11.224016,12.0,9.624151
7.0,13.372454,14.0,9.209257
26.0,20.993969,9.0,9.7773075
39.0,26.611193,9.0,10.12594
23.0,26.3541,5.0,9.598463
18.0,23.251986,11.0,9.514883
29.999998,22.978214,10.0,8.60606
31.999998,23.197067,11.0,6.7664967
27.0,24.787384,6.0,5.188097
22.0,24.678894,5.0,6.778448
28.0,24.751286,7.0,11.980051
22.0,23.9566,26.0,19.883135
20.0,24.268936,39.0,23.41081
29.0,24.487446,23.0,25.05117
24.0,26.260513,18.0,25.324606
37.0,26.552666,29.999998,27.27626
30.999998,25.706404,31.999998,29.362022
27.0,24.447495,27.0,23.49147
21.0,24.39765,22.0,23.498142
23.0,24.02583,28.0,23.093088
26.0,24.816957,22.0,23.764744
24.0,23.90292,20.0,22.82127
20.0,24.35799,29.0,24.665483
28.0,24.901274,24.0,26.566702
28.0,24.301395,37.0,25.952585
23.0,26.524105,30.999998,26.981373
26.0,26.473505,27.0,26.877747
29.0,26.745691,21.0,24.848087
25.0,24.244339,23.0,24.878588
19.0,23.102322,26.0,23.178127
10.0,22.555506,24.0,23.696972
20.0,22.397175,20.0,26.314747
24.0,24.40371,28.0,27.064455
25.0,24.65588,28.0,27.386911
22.0,23.68771,23.0,25.93713
27.0,24.824745,26.0,27.001846
30.999998,25.02626,29.0,26.839561
20.0,24.118305,25.0,24.673244
26.0,24.678411,19.0,23.734034
25.0,25.065804,10.0,23.553986
23.0,23.431883,20.0,23.566078
20.0,21.262508,24.0,23.647308
20.0,21.767218,25.0,21.62962
21.0,22.771606,22.0,22.709974
22.0,21.567286,27.0,22.557053
21.0,21.383959,30.999998,22.963646
19.0,19.368834,20.0,24.587181
26.0,18.77752,26.0,24.534966
26.0,21.088951,25.0,23.024326
20.0,20.395042,23.0,21.466015
18.0,20.487858,20.0,20.804783
11.0,19.864758,20.0,20.661581
12.0,19.801237,21.0,21.248447
19.0,18.63456,22.0,21.514673
23.0,16.458597,21.0,22.158806
20.0,16.56949,19.0,22.500504
14.0,16.626133,26.0,22.142893
19.0,16.72459,26.0,21.774843
12.0,16.135622,20.0,20.370808
12.0,15.9764,18.0,20.268896
12.0,15.514177,11.0,18.410646
10.0,15.367483,12.0,18.346878
15.0,15.290531,19.0,18.02528
19.0,16.301748,23.0,16.248596
12.0,16.09921,20.0,16.044699
10.0,14.312647,14.0,15.513767
18.0,14.511618,19.0,13.620295
23.0,17.411083,12.0,15.121065
19.0,17.470667,12.0,15.423338
15.0,17.802608,12.0,15.193762
18.0,17.105629,10.0,14.366682
16.0,17.753351,15.0,15.333578
20.0,17.270605,19.0,15.671522
16.0,16.460905,12.0,16.237282
14.0,16.100378,10.0,16.309717
9.0,16.655136,18.0,15.781103
16.0,17.043657,23.0,16.775824
18.0,17.17706,19.0,17.599861
22.0,20.12341,15.0,15.378056
14.0,19.291752,18.0,15.616331
19.0,20.860767,16.0,15.6383915
19.0,20.729343,20.0,15.327284
18.0,21.100502,16.0,15.022772
18.0,19.549088,14.0,15.099789
20.0,19.426678,9.0,14.965935
18.0,18.785534,16.0,15.590614
18.0,18.813646,18.0,15.886629
19.0,19.472282,22.0,17.030655
16.0,18.945253,14.0,17.257803
13.0,17.652493,19.0,17.2249
37.0,18.83308,19.0,16.605906
43.0,20.269413,18.0,17.448065
44.0,21.759192,18.0,17.339443
27.0,23.261131,20.0,17.20379
23.0,24.151138,18.0,17.246372
25.0,24.07169,18.0,18.252907
23.0,24.17187,19.0,19.231133
36.0,22.885185,16.0,20.229694
20.0,22.077612,13.0,21.00344
17.0,21.530708,37.0,21.979794
11.0,19.91364,43.0,22.431278
33.0,19.328472,44.0,22.064735
9.0,15.30636,27.0,22.116316
12.0,11.719606,23.0,24.551907
12.0,9.195553,25.0,26.480068
10.0,9.484102,23.0,26.188004
13.0,10.607931,36.0,23.254559
9.0,12.649752,20.0,18.283722
12.0,12.575584,17.0,17.342518
11.0,10.953205,11.0,15.253553
14.0,12.5170765,33.0,17.492601
10.0,12.948744,9.0,15.535238
12.0,11.767008,12.0,12.1839485
10.0,8.6231,12.0,9.687023
10.0,10.033079,10.0,11.507385
11.0,12.156406,13.0,14.349413
13.0,10.994951,9.0,12.43751
10.0,11.442539,12.0,10.431297
13.0,11.922625,11.0,10.53406
12.0,11.484264,14.0,10.234659
8.0,11.496082,10.0,9.770126
10.0,11.6308365,12.0,9.662935
22.0,11.544079,10.0,8.1591015
16.0,11.136251,10.0,9.767796
13.0,11.600698,11.0,10.275827
11.0,12.129881,13.0,10.983746
14.0,12.478693,10.0,11.240963
12.0,13.411215,13.0,10.693121
10.0,13.728498,12.0,9.887167
13.0,12.684362,8.0,11.107933
26.0,12.871799,10.0,11.38138
14.0,13.282249,22.0,11.797558
11.0,12.4571495,16.0,12.46497
13.0,13.372108,13.0,12.097578
17.0,13.837339,11.0,10.192492
16.0,13.865061,14.0,10.630522
10.0,12.155214,12.0,12.041822
11.0,11.741798,10.0,11.11928
10.0,12.523592,13.0,11.755552
12.0,12.157364,26.0,11.328341
12.0,12.90794,14.0,11.914492
15.0,12.192577,11.0,11.465357
9.0,11.552349,13.0,10.738628
14.0,11.508251,17.0,12.869669
11.0,9.061541,16.0,11.701649
10.0,8.838865,10.0,11.25585
7.0,8.9968605,11.0,8.989447
10.0,8.343054,10.0,9.326515
8.0,7.6607895,12.0,11.393761
11.0,7.62961,12.0,10.84893
6.0,8.096138,15.0,10.709623
9.0,8.491003,9.0,10.003902
8.0,8.04191,14.0,9.812506
6.0,7.439579,11.0,9.054932
6.0,7.1262016,10.0,9.213779
8.0,6.6652412,7.0,8.91021
8.0,6.639042,10.0,8.878696
5.0,6.951475,8.0,8.871132
6.0,7.611891,11.0,8.536024
7.0,8.257696,6.0,7.7795143
9.0,8.752878,9.0,7.496176
10.0,9.0429325,8.0,6.800371
8.0,9.38751,6.0,6.656641
6.0,9.551298,6.0,6.2820683
9.0,9.929646,8.0,6.16206
7.0,9.573166,8.0,6.5584164
9.0,9.635683,5.0,6.655903
11.0,10.229837,6.0,6.662216
15.0,10.65423,7.0,6.78961
7.0,10.93371,9.0,7.3766212
10.0,11.245979,10.0,7.411318
10.0,12.002897,8.0,7.4164886
13.0,13.057024,6.0,7.4091606
16.0,13.788588,9.0,7.913784
12.0,14.069231,7.0,9.154118
13.0,14.470659,9.0,9.789558
